iter,cluster_nr,p_clust,diff_clust,size_clust,method,target_col,K,N_k,N,y_dgp,x_dgp,d,binary_y,randomize_y,fit_train,n_iter_hbac,min_cluster_size,val_frac,bonf_correct
4,7,0.9856268821043723,0.0678861788617886,180,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
4,8,5.045615337354397,-0.025979505726341168,210,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
4,9,8.671277526714686,-0.01165254237288138,56,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
5,0,5.297021103769893,0.04529232366491465,66,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
5,1,7.975293325165355,-0.020526874353497537,81,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
5,2,8.38701358164911,0.013921113689095155,138,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
5,3,9.670001267938309,0.012500000000000011,40,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
5,4,1.6649423195140909,-0.0755555555555556,100,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
5,5,4.848961553480582,0.0400106411279596,105,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
5,6,2.0004614213437284,-0.06692406692406694,112,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
5,7,8.38701358164911,0.013921113689095155,138,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
5,8,7.559308407980587,-0.02498521809002563,71,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
5,9,8.101246479545521,0.019901318050000727,79,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
5,10,2.574677968242313,0.07434715821812599,70,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
6,0,3.693022735444404,-0.06516687980691299,59,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
6,1,10.666592429743242,-0.0021834061135370675,84,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
6,2,2.0769638939738417,-0.09508460918614026,51,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
6,3,10.64082546876058,-0.0022123893805309214,96,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
6,4,6.395098404586763,-0.022764227642276424,180,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
6,5,0.8611738096342959,0.07974654453527696,142,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
6,6,2.3239327454315584,0.06259540461533852,113,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
6,7,8.528874262247774,-0.01836350658620467,66,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
6,8,2.686414678678758,-0.059800525373884084,107,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
6,9,7.851285667732731,0.024892379185504132,59,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
6,10,7.306452164909884,0.034361254890525106,43,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
7,0,6.374291304143494,0.03309283309283306,55,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
7,1,9.536789826089652,-0.0037113468029627006,67,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
7,2,5.791409089445749,-0.04336249524534047,44,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
7,3,5.176076080628547,0.021949082166829503,321,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
7,4,8.493182026530693,0.011368912777363405,77,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
7,5,0.14176209655784247,0.17927170868347336,48,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
7,6,0.8388128272556459,-0.09739962342883318,86,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
7,7,9.130756230988787,0.004750593824228044,158,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
7,8,1.8248236250537453,-0.09364967504502392,54,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
7,9,7.188805063758197,-0.02002442002442001,90,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
8,0,4.1619955843853065,0.03739197686539564,138,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
8,1,4.494065677375612,0.052512106537530245,56,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
8,2,7.767581458745809,-0.013139978213507653,136,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
8,3,0.36995012118454734,-0.09391225337487025,144,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
8,4,1.8027590378250506,0.08621966269025094,65,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
8,5,9.332554304565441,0.0038807189542483522,136,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
8,6,8.816485923917107,0.014921396216360239,27,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
8,7,5.197077039083782,-0.02928526872188847,142,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
8,8,2.79853266743594,0.05311503132326373,118,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
8,9,4.839499449405576,-0.0588685851843746,38,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
9,0,7.497061984905146,0.017942583732057427,88,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
9,1,1.1610558789242273,0.10762590463433236,57,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
9,2,3.1664667420331423,-0.05555555555555558,90,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
9,3,7.389476605872698,0.02114365059328449,68,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
9,4,3.0111383386460884,-0.0357142857142857,300,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
9,5,2.148387610779147,0.07186885594346143,82,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
9,6,6.453172676629729,-0.025997406554116198,87,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
9,7,1.305771527704147,-0.09316393517184918,71,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
9,8,7.480845770901805,0.01845498024537323,84,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
9,9,2.3991630730790487,0.07189194780629815,73,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
10,0,3.1505559276911863,-0.06485319012316848,74,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
10,1,10.482859768261704,-0.0027234819971072577,137,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
10,2,1.2157215895422389,0.12169866201279811,45,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
10,3,1.8851743953163898,0.06479357798165136,128,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
10,4,9.009879144844495,-0.01254282699671605,93,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
10,5,7.068906007573906,-0.028108108108108154,75,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
10,6,7.958634093651244,-0.023103632478632452,64,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
10,7,8.890059528243535,-0.011146483510056093,139,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
10,8,1.4591631891145425,-0.09691484985602633,65,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
10,9,9.165650272951465,0.009634551495016574,140,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
10,10,4.165390162035663,0.07187499999999991,40,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
11,0,5.575265028455274,-0.02889443458913371,158,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
11,1,3.1943404464289267,-0.09267209474463362,35,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
11,2,8.796027790166242,-0.013918032981233175,93,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
11,3,4.723467011731945,0.04884852711532928,71,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
11,4,9.691265351413554,0.008999772157666897,76,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
11,5,4.847823233815857,0.04055110739105061,101,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
11,6,4.380713551995496,0.03327625995682282,202,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
11,7,6.187903745601201,0.03352994314256874,82,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
11,8,10.815094946646406,-0.0014184397163120588,60,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
11,9,4.694196897584886,-0.046739130434782616,80,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
11,10,2.676729444657338,-0.09334923948702661,42,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
12,0,6.590110324439415,-0.04054752066115708,32,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
12,1,2.3935729935737897,0.07744686704725223,62,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
12,2,5.932292137055236,0.04375000000000007,40,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
12,3,6.476159519421632,0.015437548925015032,326,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
12,4,5.47378699812649,-0.03419673299068743,86,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
12,5,3.16032985739981,-0.06307694702595001,69,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
12,6,3.358819285742154,-0.03821855846021621,199,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
12,7,1.9599411495877432,-0.08476901966763234,63,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
12,8,1.4425636392505865,0.08993465637744658,71,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
12,9,3.1060447950840144,0.0727036676403765,52,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
13,0,0.020198610632824063,-0.2115440115440116,55,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
13,1,0.6782879452691709,0.07905198007346648,167,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
13,2,8.629795484153545,-0.018570219204236404,59,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
13,3,6.881617152183528,0.03813236972232781,44,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
13,4,7.448008298986874,0.02458802347475908,79,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
13,5,5.245272039832238,0.03623389861921966,109,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
13,6,5.974565467853067,0.03903056258516635,66,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
13,7,1.4810079404927003,-0.07499675749019763,113,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
13,8,4.44397202198234,-0.031883317166108094,221,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
13,9,1.1728180747279495,0.11684210526315786,50,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
13,10,8.628066029587991,-0.023378518705621465,37,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
14,0,2.163693361659438,0.0800648887945542,71,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
14,1,4.143844805775729,-0.06659820053135673,47,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
14,2,9.749668123524716,0.006066849816849851,168,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
14,3,0.061336544528801745,-0.1774193548387097,62,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
14,4,8.481345256564873,0.012941176470588234,150,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
14,5,0.14021765778580486,0.12063859193862297,121,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
14,6,1.4352168318246865,-0.07079296199017915,131,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
14,7,6.441226845954112,0.026976798211226227,117,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
14,8,3.881519293722044,-0.05823565123990099,69,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
14,9,6.648938522402985,0.05772448410485215,22,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
14,10,9.747695178283168,0.011482254697286032,42,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
15,0,6.787839895442439,0.025402314137518256,73,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
15,1,2.5420322517812273,0.06973445050316979,73,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
15,2,4.904510754654971,-0.03739459145100321,95,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
15,3,7.558867861198298,-0.01498747974664899,124,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
15,4,4.9309783440017965,0.029741472789955037,159,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
15,5,7.038239066912826,0.020447306230092055,97,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
15,6,7.19301787283368,0.017516148139790688,121,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
15,7,1.2786954466277831,-0.07581877945427906,114,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
15,8,9.588929591288702,0.0032258064516129115,70,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
15,9,6.701402595871972,-0.025947113420115575,74,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
16,0,10.383320093932173,-0.006361442762683689,33,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
16,1,3.1283352372304227,-0.060880745740919284,85,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
16,2,8.099961266730144,0.012162162162162149,260,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
16,3,0.1620922399121054,0.16266503359210355,59,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
16,4,10.103011030021268,-0.006586204659009776,66,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
16,5,1.4769632368127052,-0.0788888888888889,100,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
16,6,2.412566502917044,-0.07173913043478264,80,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
16,7,3.7438607639766994,0.06628329297820829,56,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
16,8,2.4316218278603903,0.07306777729312935,77,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
16,9,4.770818172275975,-0.04239604536202385,95,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
16,10,8.51726321679259,0.01604607851601525,89,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
17,0,8.897273805223785,-0.01771288372928015,17,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
17,1,4.897334071752361,-0.03371212121212125,120,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
17,2,9.6348862544672,-0.002903307245645026,68,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
17,3,2.1188416242094,-0.04336932961945633,293,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
17,4,7.416644061274304,0.020497581831137535,71,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
17,5,6.339094276527758,0.022810649812938122,126,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
17,6,0.6648658125605421,0.14054682955206516,45,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
17,7,3.98374302143138,-0.050315881301796817,77,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
17,8,8.696857576136932,0.012578616352201255,46,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
17,9,2.6053029290896417,0.05196606642927831,137,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
18,0,5.724077689471204,-0.03715625862227534,83,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
18,1,5.837466524751974,0.04047716988893457,65,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
18,2,3.7145603702576615,0.05960061443932407,70,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
18,3,7.18172435468991,-0.01918465227817745,166,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
18,4,7.92134375101112,0.022843979459615138,67,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
18,5,1.7836817933799658,-0.0891363120090864,67,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
18,6,9.598253101721637,0.008246904794298238,107,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
18,7,1.9712970611922649,0.08936170212765959,60,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
18,8,7.079202745010932,0.028878648233486848,70,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
18,9,1.4530381891605695,-0.09400921658986178,70,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
18,10,8.554904006830883,0.011774891774891771,175,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
19,0,3.339950860608989,-0.07052631578947371,50,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
19,1,0.7928613581841693,0.06992180338957332,197,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
19,2,6.396416983616628,0.031054405392392848,62,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
19,3,4.6644060591573435,-0.04922639096525516,59,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
19,4,7.579349675742158,-0.015524453024453044,112,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
19,5,4.3146264986646745,0.03415371039268916,159,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
19,6,1.8188615149757763,-0.08627136752136755,64,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
19,7,3.6451216186945388,0.06731904118114118,49,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
19,8,1.7069302952181395,-0.05696969696969695,175,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
19,9,9.13878935318648,0.006635043076059166,73,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
20,0,6.170128093645168,0.03746498599439774,48,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
20,1,3.9271650261153956,0.029523809523809452,300,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
20,2,5.124921742260184,0.049518876560023295,47,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
20,3,1.1262292052090637,-0.10868635002139498,57,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
20,4,5.718063810883982,0.032439176543979986,84,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
20,5,6.3725723400577206,0.027845352464987094,79,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
20,6,3.8110405216020804,-0.05798197950340461,62,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
20,7,9.272077901659916,0.007802194718082522,37,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
20,8,2.0802268686209566,-0.07295818056219777,82,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
20,9,9.720340018321599,-0.0013794462508621708,204,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
21,0,2.280749057642381,0.09063615709185324,52,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
21,1,1.9541531537329164,-0.09996498599439779,48,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
21,2,3.0520068268113474,-0.05789854744558581,98,hbac,y,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
