iter,cluster_nr,p_clust,diff_clust,size_clust,method,target_col,K,N_k,N,y_dgp,x_dgp,d,binary_y,randomize_y,fit_train,n_iter_hbac,min_cluster_size,val_frac,bonf_correct
83,3,0.005697342100812052,-0.25864170747329485,51,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
83,4,0.18443975963804046,-0.17441373951505246,53,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
83,5,7.113504783209185,-0.029005255985984024,66,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
83,6,1.8096731128041055,0.08881695224274888,57,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
83,7,0.03632173283833734,0.12707482266663106,129,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
83,8,0.004964896694212699,0.2126315789473684,50,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
83,9,0.3317385150018108,0.15736812615064444,39,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
83,10,3.352215588301343e-25,0.31360415211098913,301,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
84,0,9.242136000834802e-07,-0.15680064734852184,313,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
84,1,0.0818329206339828,-0.11978021978021974,90,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
84,2,0.006774483966143099,-0.18097481352920514,51,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
84,3,8.519823021986292,-0.0027450980392156876,150,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
84,4,2.3078483569896284,-0.04545742926024615,148,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
84,5,8.467664372734983,-0.006173419823885196,33,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
84,6,0.011665630922240837,0.2304515264832282,57,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
84,7,3.20731320113273e-05,0.2921508316245159,76,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
84,8,2.1231766794023092e-07,0.3409054678782082,82,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
85,0,2.3732294172858226e-32,-0.42696556205328134,190,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
85,1,0.0019844900735389126,-0.25002405002405004,55,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
85,2,6.730154864880626e-07,-0.34229895857802833,54,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
85,3,0.002959283839148464,-0.2562501341230498,49,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
85,4,0.31297333380040016,-0.1490762962549534,57,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
85,5,0.00016440382336549937,0.2488953909355558,73,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
85,6,0.03012004881809569,0.1587089270136668,95,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
85,7,0.0031564781191360906,0.25315126050420167,48,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
85,8,0.015719285502314398,0.2221052631578947,50,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
85,9,0.30793620439974184,0.16509598603839437,45,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
85,10,2.3483020370107476e-15,0.27757888110787626,284,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
86,0,2.864397334770075e-20,-0.30483195270408603,277,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
86,1,4.674825628553352e-05,-0.2662692051369801,59,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
86,2,0.009987098933697447,-0.17135139801921578,89,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
86,3,9.934222054399191,0.0005341880341880323,64,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
86,4,1.43846458020489,0.0901272332313694,73,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
86,5,5.225380905162513,-0.042938721721941575,58,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
86,6,0.0019723317128710117,0.22128594471327667,78,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
86,7,0.0016031098082955123,0.2870273414776033,45,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
86,8,8.093615254858139e-05,0.2630012792702598,78,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
86,9,1.425829848874904e-09,0.2638627100075532,179,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
87,0,2.8027961445199242e-08,-0.3080679551551001,62,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
87,1,0.006069284167391405,-0.121525394646534,248,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
87,2,3.9338590878446573,-0.053656869446343125,76,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
87,3,7.31547192824836,-0.03309243058197037,44,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
87,4,2.8987056481054267,-0.05601283187708417,106,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
87,5,0.05817312409386215,-0.14979541952282266,82,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
87,6,4.859936248898138,0.05177304964539009,60,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
87,7,9.4583031906935,-0.009768740031897927,88,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
87,8,0.014146224917550711,0.2048288422920656,69,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
87,9,4.076588924474889e-06,0.2525771699044633,117,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
87,10,1.209650482967737e-10,0.4581582633053221,48,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
88,0,3.4323983439361488e-18,-0.353030303030303,120,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
88,1,8.682808596738379e-10,-0.2168541978125738,284,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
88,2,4.797133975216816,-0.06662168400866508,29,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
88,3,6.205571346493804e-08,-0.267688411208884,103,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
88,4,2.401220922792127,-0.08635663414525235,47,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
88,5,0.009378386968283763,0.2080356169927925,69,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
88,6,1.228835909551918,0.16857282719950162,23,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
88,7,6.782605394287394e-08,0.24980743200293148,159,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
88,8,0.12513166749549975,0.21251157699755835,37,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
88,9,4.166764080979585e-30,0.47814594291512025,129,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
89,0,1.668244880031787e-11,-0.4750981377090659,57,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
89,1,1.2146261531812777e-25,-0.5344444444444444,100,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
89,2,0.17544679890459025,-0.18144270054251965,47,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
89,3,0.04151308234727828,0.15919251667927636,62,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
89,4,2.44153879135096,0.05506273475585388,97,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
89,5,1.694141128391623e-08,0.2012658227848102,210,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
89,6,0.12789653865467285,0.07749971944787348,335,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
89,7,0.00600875586902994,0.18322649572649574,64,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
89,8,0.027854227778674464,0.2223691945914168,28,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
90,0,4.946707990684166e-14,-0.34917180510216417,81,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
90,1,1.7029897828914757,-0.07826573711261514,86,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
90,2,7.3502906396366505,-0.024385437059032233,83,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
90,3,1.139206983737511,-0.09310862673118642,78,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
90,4,0.1737879518137259,-0.08309132934273694,282,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
90,5,2.7145118363656406,0.06331313700624674,94,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
90,6,0.06737976241771379,0.16720720720720722,75,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
90,7,4.414247349737647,0.0613235810657245,51,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
90,8,0.0004358320237710932,0.2872132174457756,54,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
90,9,0.2571277474525539,0.1383783783783784,75,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
90,10,0.00017237254537071122,0.33795366107988506,41,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
91,0,5.920991959802937e-15,-0.3150187110686633,211,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
91,1,0.0030152703193399664,-0.2703062297474195,49,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
91,2,4.6561316940621694e-07,-0.2716476421076906,118,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
91,3,1.2078283758754567,-0.13972107438016534,32,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
91,4,0.029361678414026874,0.17808040780636636,57,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
91,5,0.47742883904378863,0.13997415250024858,42,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
91,6,0.002810266728302514,0.1953917050691244,70,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
91,7,5.341570882386529e-09,0.19449389509269743,334,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
91,8,9.478565844964145e-16,0.33301859475519635,87,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
92,0,3.1367053294397776e-11,-0.2419010907897974,178,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
92,1,0.0023954720289214347,-0.14964382175584043,143,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
92,2,1.6734390518490878,-0.06315458734813573,132,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
92,3,0.00023053520220145662,-0.22091363311920056,66,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
92,4,0.0178515840951321,-0.14777777777777779,100,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
92,5,2.363004262349349,-0.08108213922167412,54,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
92,6,4.706034836111471,0.05843473035902058,49,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
92,7,3.0163989777210766e-06,0.32171831360553266,73,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
92,8,4.31062719925125e-06,0.4265667536695574,37,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
92,9,5.4277873242001383e-08,0.3509256586814003,79,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
92,10,7.194501928011427e-08,0.33057881818966683,89,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
93,0,2.144445858400441e-52,-0.45584523386017517,63,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
93,1,6.152562512416615e-05,-0.1818910256410256,168,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
93,2,3.3294491644670896,-0.06621944402093816,63,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
93,3,2.015273592325455,-0.0669904030308422,107,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
93,4,9.4368395606852,0.010241214389686004,84,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
93,5,2.5165172697363913,-0.07488282062357021,67,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
93,6,1.7178060895344378,-0.08666075125702455,69,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
93,7,0.16099159288978024,0.15345622119815672,70,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
93,8,3.8581365437514066e-05,0.19424730733906653,174,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
93,9,0.0021519465194500937,0.23472607927291084,68,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
93,10,6.774120853896304e-06,0.3090496072691206,67,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
94,0,2.8213090433670336e-09,-0.2072694721249052,327,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
94,1,3.146684434173588e-10,-0.23711065755612748,236,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
94,2,0.3287062913076456,-0.14329763063940282,52,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
94,3,7.586690789013857,0.005389684890205193,39,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
94,4,1.9112212422033035,-0.10315430520034102,34,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
94,5,0.6913274328916055,0.14498610760293001,37,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
94,6,3.887634225998983e-18,0.36258689175769615,152,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
94,7,4.238547221881055e-25,0.43305429633543774,123,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
95,0,1.9552786987841214e-12,-0.42102989873782215,67,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
95,1,7.496155612797803e-19,-0.30540750610703976,316,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
95,2,0.028998478552160957,-0.17560947824105722,76,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
95,3,0.4773511561875244,0.1381035485747527,45,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
95,4,2.595903609345525,0.06244343891402715,65,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
95,5,0.00024428924307076395,0.18549311926605505,128,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
95,6,0.65714126044143,0.10687718961462789,67,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
95,7,5.480412499588944e-31,0.3746339515484958,236,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
96,0,7.180040806633696e-18,-0.25492931075095493,317,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
96,1,7.125602052090336,-0.0443989071038251,24,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
96,2,1.7831595721608095e-10,-0.23593642953201782,137,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
96,3,0.0009732970295696867,-0.1912442396313364,70,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
96,4,1.8994489916717294,0.09611620076736355,54,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
96,5,0.34472133715647996,0.17259414225941422,44,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
96,6,0.5971358498068378,0.10961105753776923,85,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
96,7,0.026972829536762298,0.22404415134187405,53,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
96,8,0.06372244740264721,0.23840017076229353,39,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
96,9,2.2626547638658653e-09,0.3306861150741786,113,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
96,10,2.962453011963058e-07,0.3766025641025641,64,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
97,0,1.8185628711154457e-11,-0.4543339150668994,45,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
97,1,0.033433934204473784,-0.21578947368421048,50,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
97,2,8.684007009149291e-05,-0.2740547019723221,69,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
97,3,0.5244851276607714,-0.10837912733079702,94,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
97,4,1.2224493731274946,-0.08120531154239025,110,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
97,5,0.0066019733365977745,-0.16158785653422814,131,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
97,6,0.00025213155932216134,0.22642700734829857,81,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
97,7,0.017864668801197293,0.12723877779379567,177,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
97,8,0.007435145246432854,0.15727118502655957,123,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
97,9,0.012653635539750959,0.23243663580471918,43,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
97,10,1.0611825247717748e-07,0.2959716339998031,77,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
98,0,1.3192342521981685e-13,-0.4096960964806959,39,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
98,1,2.085382003870848e-05,-0.217882584131663,115,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
98,2,3.466633966670719e-15,-0.29878048780487804,180,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
98,3,0.3340776244582227,-0.15438369315264228,47,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
98,4,0.0025824683301501677,-0.19622656383439974,83,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
98,5,8.554272244299009e-06,-0.2518714909544604,84,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
98,6,2.376665776982356e-05,0.26798710750675814,84,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
98,7,1.0085983300803353e-07,0.2624946080131268,137,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
98,8,0.002157407884789403,0.2536696991683876,57,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
98,9,1.2106952446884247e-13,0.364526447183648,116,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
98,10,8.390963970670991e-08,0.36953656929497036,58,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
99,0,1.232864829104934e-05,-0.2571677813317825,95,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
99,1,8.163284709732542e-08,-0.27358286557790124,121,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
99,2,0.0009587526398335528,-0.18896379243881578,121,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
99,3,0.07347404944020709,-0.1741452991452992,64,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
99,4,0.6207766691964167,0.1935303959843837,22,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
99,5,6.033858324485141,0.03340189222542156,65,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
99,6,9.451769023233521e-06,0.21464272172624177,134,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
99,7,0.7502898510117355,0.09055599893588717,105,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
99,8,0.03117389531393965,0.12784313725490193,150,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
99,9,8.609588117107941e-07,0.23941559826088565,123,hbac,y_pred,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
0,0,8.808651576773023,0.0078125,104,hbac,err,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
0,1,1.9755283802573524,-0.059131107300178176,138,hbac,err,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
0,2,2.1935394699269692,-0.04382141894537711,269,hbac,err,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
0,3,8.07907755798444,0.015115450507133199,71,hbac,err,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
0,4,2.8175628172144327,-0.08018207282913165,48,hbac,err,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
0,5,6.196912550375414,0.0321678321678322,65,hbac,err,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
0,6,2.068809744855089,0.08153023447141095,65,hbac,err,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
0,7,8.034926321861425,0.013645362829130647,93,hbac,err,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
0,8,3.3331008674570874,0.05927206632087595,73,hbac,err,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
0,9,1.8506137572349126,0.08052653085050493,74,hbac,err,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
1,0,9.583455989996137,-0.013123426333324806,41,hbac,err,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
1,1,0.017521432547910387,0.18411467997086273,79,hbac,err,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
1,2,7.135754596643195,0.03895484269316041,37,hbac,err,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
1,3,0.8105855785923227,-0.0956091887176505,95,hbac,err,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
1,4,1.8103127663634462,-0.04973649538866931,264,hbac,err,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
1,5,5.837878305811189,-0.03731479787817815,77,hbac,err,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
1,6,5.348217202201408,0.03840260486496844,92,hbac,err,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
1,7,7.182008282992133,0.02614379084967322,82,hbac,err,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
1,8,7.939451488366242,-0.017838792389580083,113,hbac,err,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
1,9,7.588108726252588,0.025695931477516087,66,hbac,err,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
1,10,7.9257373784606004,0.02536997885835096,54,hbac,err,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
2,0,2.20048652539931,-0.07630397771242842,77,hbac,err,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
2,1,0.7100273031625279,-0.1076086956521739,80,hbac,err,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
2,2,3.6024606854403394,-0.04131821403260094,170,hbac,err,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
2,3,5.183249597617241,0.04279993325546466,78,hbac,err,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
2,4,7.11769056477269,-0.03710674228744376,41,hbac,err,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
2,5,0.7884922552339254,0.06352686183566236,279,hbac,err,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
2,6,8.313444095064234,0.023835566493482785,46,hbac,err,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
2,7,4.826509969868264,0.04973720070079807,66,hbac,err,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
2,8,4.134103052144518,-0.08219314890642165,31,hbac,err,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
2,9,7.3544132613868545,-0.03243955258868969,47,hbac,err,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
2,10,3.311847569384705,0.05895210543233692,85,hbac,err,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
3,0,2.241196332651792,0.07352168583270091,74,hbac,err,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
3,1,7.446653582562279,-0.025247236765561343,45,hbac,err,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
3,2,6.041107749327539,-0.023188681639385866,148,hbac,err,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
3,3,5.900041258852249,0.023921568627450984,150,hbac,err,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
3,4,3.1215995857185472,-0.054354899475973495,97,hbac,err,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
3,5,6.599911820787079,0.019376345579554144,153,hbac,err,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
3,6,6.180695264761629,0.022997352640170554,137,hbac,err,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
3,7,0.6325065291848031,-0.1179152469165427,67,hbac,err,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
3,8,6.409641198727702,0.024809695175954882,99,hbac,err,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
3,9,8.250487789320838,0.020962199312714813,30,hbac,err,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
4,0,1.7852564003162743,0.04489948274942679,342,hbac,err,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
4,1,6.511615424942969,0.029988307311369422,62,hbac,err,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
4,2,6.433748971134927,-0.030866460657483552,61,hbac,err,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
4,3,1.493513983721463,-0.09111996288653196,67,hbac,err,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
4,4,5.132238700874638,-0.031034977064220204,128,hbac,err,10,200,1000,constant,constant,10,True,False,True,10,5,0.5,True
